Annee,PIB,Tertiare,Agriculture,Industries d'extraction,Industrie alimentaire,Industrie chimique,Industrie du papier,Industrie non-metallique,Autres industries manufacturies,Batiment et travaux publics,Transport
2036.0,2.879284284670207,2.6911291341608585,2.799804398776271,2.8395376703123434,2.6118985831050034,2.841520661306179,2.158137528423753,2.9375914058037944,2.3490358413166503,3.1749263760829525,2.8493203804552656
2037.0,3.056530612611394,2.853468908937884,2.958640587788498,3.0218408462605946,2.7484144477943984,3.024798739022166,2.26165715138845,3.1263806252292246,2.473207612064857,3.3760484094201253,3.0330455402117846
2038.0,3.24858542497702,3.0297547673708682,3.1285967549412717,3.2203667324955134,2.8946701179498042,3.2244354508704203,2.373537929144986,3.3319922701824343,2.608346883333274,3.5949749910556505,3.2331669299412398
2039.0,3.4606099446869956,3.2291901173621307,3.311087721470402,3.436705863887732,3.0514554239844274,3.442084841493301,2.4978207599493314,3.556124296879466,2.7553155254419175,3.8334907652995436,3.451342151562387
2040.0,3.6833351286740403,3.431703599202981,3.506581092135626,3.6725956998737423,3.218215300900786,3.6795886894230825,2.625368318555405,3.800667125247148,2.9146991092271466,4.093581579676032,3.6894169215196557
2041.0,3.924526547046928,3.651577245783999,3.7173162700054516,3.930172211844525,3.3972203826933365,3.938999685436448,2.762119219812942,4.0677273504445735,3.0880328811071274,4.377459145626953,3.9494482964631312
2042.0,4.189356200982657,3.8913680542607865,3.943676332805823,4.211648833450629,3.588428151636119,4.222607645324364,2.9099503533336377,4.359654599559362,3.276653879717181,4.687588955375884,4.2337309446895395
2043.0,4.473261685515482,4.150272683212623,4.187339370428039,4.519597191682458,3.793662215249848,4.4910748495080455,3.0691823776263365,4.679071977318881,3.4821584688438847,5.026721912472797,4.5448269522345734
2044.0,4.785887829997601,4.445126056119671,4.449507082367935,4.857103208403848,4.0150005623727045,4.703385305132093,3.2414968038479692,5.028910610865395,3.70549488582964,5.39793020151511,4.885599641956816
2045.0,5.118937393092123,4.750122289957328,4.73078007926179,5.09848318093189,4.250555582542373,4.9160392750213076,3.4164207500509027,5.391310507053481,3.93346011559615,5.804648001129263,5.259251984749887
2046.0,5.479152370508449,5.0813828718524,5.037892692301602,5.343723497146326,4.504308280455752,5.142532780808894,3.607457934714625,5.778024277626147,4.181052236020321,6.2507177352302765,5.66936930447074
2047.0,5.867490316787009,5.441970190968569,5.376216128598943,5.599401236076611,4.77800233901997,5.377190012667263,3.8094096021341124,6.200445203534812,4.416197910221966,6.74044266288356,6.119970969609329
2048.0,6.283663844259479,5.8236756463904555,5.7316141642314,5.875518531374078,5.070654683410171,5.616966342717451,4.024790317153508,6.661887697867836,4.667226883650888,7.278646729148615,6.53018832311379
2049.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2050.0,6.668765166055419,5.803077554591117,6.483606428403574,6.361037094890718,5.685264244238117,6.066540202271434,4.231212681735044,7.703049764018171,5.17902947368604,8.522810095787214,7.122829427166609
